treatment,value,value_log,value_std,value_sqrt,plot_name,plot_type,year,interval,grazer,f_year,f_break,f_new,f_one_yr,f_two_yr,met_sub,subset
Ungrazed,26,3.2580965764830196,0.15162593622576234,5.0990195135927845,p11,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p11,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,p11,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,p11,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,p12,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,53,3.970291932420046,1.2445817694320584,7.280109889280518,p12,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,74,4.304065106717683,2.094658528592511,8.602325267042627,p12,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,54,3.988984065082793,1.2850616151063656,7.3484692283495345,p12,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,31,3.4339872367432105,0.35402516459729866,5.5677643628300215,p12,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,69,4.2341065190900125,1.8922593002209747,8.306623862918075,p12,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,p13,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,18,2.890371813451719,-0.17221282916869576,4.242640687119285,p13,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,27,3.2958369030413657,0.1921057819000696,5.196152422706632,p13,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,28,3.332204545889489,0.23258562757437687,5.291502622129181,p13,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,51,3.9318256523321686,1.1636220780834439,7.14142842854285,p13,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,76,4.330733353444225,2.1756182199411254,8.717797887081348,p13,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p14,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,1,9.999994999180668e-7,-0.8603702056319192,1,p14,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p14,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p14,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p14,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p14,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p15,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,67,4.204692634316339,1.81129960887236,8.18535277187245,p15,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,48,3.871201031741224,1.042182541060522,6.928203230275509,p15,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,58,4.060443027787798,1.4469809978035948,7.615773105863909,p15,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,79,4.369447865125249,2.297057756964047,8.888194417315589,p15,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,89,4.488636380968095,2.70185621370712,9.433981132056603,p15,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,1,9.999994999180668e-7,-0.8603702056319192,1,p16,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,38,3.6375861860421748,0.6373840843174494,6.164414002968976,p16,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p16,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,26,3.2580965764830196,0.15162593622576234,5.0990195135927845,p16,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p16,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,81,4.394449167018117,2.378017448312662,9,p16,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,p17,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,14,2.6390574010438272,-0.3341322118659248,3.7416573867739413,p17,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p17,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,18,2.890371813451719,-0.17221282916869576,4.242640687119285,p17,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,p17,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,18,2.890371813451719,-0.17221282916869576,4.242640687119285,p17,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p18,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,35,3.555348090060842,0.5159445472945277,5.916079783099616,p18,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,p18,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,61,4.1108738805667535,1.5684205348265166,7.810249675906654,p18,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,p18,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,87,4.465908130148836,2.6208965223585055,9.327379053088816,p18,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,1,9.999994999180668e-7,-0.8603702056319192,1,p19,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,14,2.6390574010438272,-0.3341322118659248,3.7416573867739413,p19,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p19,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,27,3.2958369030413657,0.1921057819000696,5.196152422706632,p19,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,1,9.999994999180668e-7,-0.8603702056319192,1,p19,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p19,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,1,9.999994999180668e-7,-0.8603702056319192,1,p20,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,p20,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,p20,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,40,3.688879479113936,0.718343775666064,6.324555320336759,p20,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p20,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,59,4.077537460854872,1.487460843477902,7.681145747868608,p20,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p21,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,4,1.3862946111198593,-0.7389306686089974,2,p21,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,p21,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,22,3.09104249881286,-0.01029344647146671,4.69041575982343,p21,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,27,3.2958369030413657,0.1921057819000696,5.196152422706632,p21,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,p21,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,p22,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,p22,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,p22,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,p22,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,15,2.7080502677688743,-0.29365236619161755,3.872983346207417,p22,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,p22,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,p23,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,27,3.2958369030413657,0.1921057819000696,5.196152422706632,p23,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,21,3.0445224853424695,-0.050773292145773974,4.58257569495584,p23,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,p23,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,p23,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,23,3.13549425940741,0.030186399202840553,4.795831523312719,p23,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,1,9.999994999180668e-7,-0.8603702056319192,1,p27,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p27,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p27,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,1,9.999994999180668e-7,-0.8603702056319192,1,p27,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,16,2.772588784739779,-0.25317252051731026,4,p28,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p28,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p28,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,8,2.079441666679828,-0.5770112859117684,2.8284271247461903,p28,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,p28,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p28,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,1,9.999994999180668e-7,-0.8603702056319192,1,p29,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,p29,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,p29,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p29,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,8,2.079441666679828,-0.5770112859117684,2.8284271247461903,p29,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,4,1.3862946111198593,-0.7389306686089974,2,p30,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p30,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,1,9.999994999180668e-7,-0.8603702056319192,1,p30,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Grazed,4,1.3862946111198593,-0.7389306686089974,2,p30,p,2021,Two years,Sheep,y6,b2,n0,o0,t1,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p30,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,p30,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,15,2.7080502677688743,-0.29365236619161755,3.872983346207417,p31,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Grazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,p31,p,2019,New plot,Goat,y4,b0,n1,o0,t0,abun_frb,frb
Ungrazed,58,4.060443027787798,1.4469809978035948,7.615773105863909,p31,p,2022,Three years,Sheep,y7,b2,n0,o0,t1,abun_frb,frb
Grazed,22,3.09104249881286,-0.01029344647146671,4.69041575982343,p31,p,2022,Three years,Sheep,y7,b2,n0,o0,t1,abun_frb,frb
Ungrazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p32,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,8,2.079441666679828,-0.5770112859117684,2.8284271247461903,p32,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,p32,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p32,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p32,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p32,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p33,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,1,9.999994999180668e-7,-0.8603702056319192,1,p33,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,4,1.3862946111198593,-0.7389306686089974,2,p33,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,1,9.999994999180668e-7,-0.8603702056319192,1,p33,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,p33,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,1,9.999994999180668e-7,-0.8603702056319192,1,p33,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,4,1.3862946111198593,-0.7389306686089974,2,p34,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p34,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,4,1.3862946111198593,-0.7389306686089974,2,p34,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,14,2.6390574010438272,-0.3341322118659248,3.7416573867739413,p34,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,5,1.6094381124340804,-0.6984508229346902,2.23606797749979,p34,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,p34,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,40,3.688879479113936,0.718343775666064,6.324555320336759,p35,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,25,3.2188758648682,0.11114609055145508,5,p35,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,15,2.7080502677688743,-0.29365236619161755,3.872983346207417,p35,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,38,3.6375861860421748,0.6373840843174494,6.164414002968976,p35,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,p35,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,18,2.890371813451719,-0.17221282916869576,4.242640687119285,p35,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,p36,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,16,2.772588784739779,-0.25317252051731026,4,p36,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,p36,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,24,3.1780538720146114,0.07066624487714782,4.898979485566356,p36,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,20,2.9957323235539897,-0.09125313782008124,4.47213595499958,p36,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,51,3.9318256523321686,1.1636220780834439,7.14142842854285,p36,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p37,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,p37,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p37,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p37,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,16,2.772588784739779,-0.25317252051731026,4,p37,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,21,3.0445224853424695,-0.050773292145773974,4.58257569495584,p37,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p38,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,1,9.999994999180668e-7,-0.8603702056319192,1,p38,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,10,2.3025851929940404,-0.49605159456315384,3.1622776601683795,p38,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,1,9.999994999180668e-7,-0.8603702056319192,1,p38,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p38,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,11,2.397895363707457,-0.4555717488888466,3.3166247903554,p39,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,16,2.772588784739779,-0.25317252051731026,4,p39,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,p39,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,25,3.2188758648682,0.11114609055145508,5,p39,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,12,2.48490673312133,-0.4150919032145393,3.4641016151377544,p39,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p39,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p41,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p41,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p41,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p41,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p41,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,9,2.1972246884473243,-0.5365314402374611,3,p41,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p42,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,1,9.999994999180668e-7,-0.8603702056319192,1,p42,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,3,1.0986126220013874,-0.7794105142833047,1.7320508075688772,p42,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,2,0.6931476805598203,-0.819890359957612,1.4142135623730951,p42,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,6,1.7917596358947079,-0.6579709772603829,2.449489742783178,p42,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,7,1.945910291912446,-0.6174911315860756,2.6457513110645907,p42,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,58,4.060443027787798,1.4469809978035948,7.615773105863909,p43,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,46,3.828641418228225,0.9612228497119075,6.782329983125268,p43,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,63,4.143134742264548,1.649380226175131,7.937253933193772,p43,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,54,3.988984065082793,1.2850616151063656,7.3484692283495345,p43,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,65,4.174387285280252,1.7303399175237455,8.06225774829855,p43,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,85,4.442651268255022,2.5399368310098906,9.219544457292887,p43,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,65,4.174387285280252,1.7303399175237455,8.06225774829855,p44,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,92,4.521788587918605,2.8232957507300416,9.591663046625438,p44,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,77,4.3438054348406965,2.2160980656154328,8.774964387392123,p44,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,89,4.488636380968095,2.70185621370712,9.433981132056603,p44,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,82,4.406719259459375,2.418497293986969,9.055385138137417,p44,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,82,4.406719259459375,2.418497293986969,9.055385138137417,p44,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,45,3.8066625119925415,0.9207430040376003,6.708203932499369,p45,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,104,4.644390908756757,3.3090538988217286,10.198039027185569,p45,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,55,4.007333203414289,1.3255414607806728,7.416198487095663,p45,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,63,4.143134742264548,1.649380226175131,7.937253933193772,p45,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,67,4.204692634316339,1.81129960887236,8.18535277187245,p45,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,83,4.418840619844791,2.4589771396612763,9.1104335791443,p45,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,40,3.688879479113936,0.718343775666064,6.324555320336759,p46,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,49,3.8918203185187896,1.0826623867348293,7,p46,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,14,2.6390574010438272,-0.3341322118659248,3.7416573867739413,p46,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,34,3.5263605540279257,0.4754647016202204,5.830951894845301,p46,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,9,2.1972246884473243,-0.5365314402374611,3,p46,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Grazed,56,4.025351708592292,1.3660213064549802,7.483314773547883,p46,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
Ungrazed,50,3.912023025428146,1.1231422324091367,7.0710678118654755,p47,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Grazed,41,3.7135720910945516,0.7588236213403713,6.4031242374328485,p47,p,2020,New plot,Sheep,y5,b0,n1,o0,t0,abun_frb,frb
Ungrazed,45,3.8066625119925415,0.9207430040376003,6.708203932499369,p47,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Grazed,43,3.761200138949376,0.8397833126889858,6.557438524302,p47,p,2021,One year,Sheep,y6,b1,n0,o1,t0,abun_frb,frb
Ungrazed,31,3.4339872367432105,0.35402516459729866,5.5677643628300215,p47,p,2022,One year,Sheep,y7,b1,n0,o1,t0,abun_frb,frb
